symbol,side,timeframe,entry_time,entry,initial_stop,tp1,tp2,tp3,max_holding_hours,exit_time,holding_days,exit_reason,initial_notional,initial_risk_cash,entry_fee,exit_fees,price_pnl,funding_pnl,net_pnl,net_return_on_notional,realized_r,tp1_hit,tp2_hit,tp3_hit,paper_only,fold_year
BNBUSDT,SHORT,1d,2022-06-19 00:00:00+00:00,196.79,239.178,154.402,112.01399999999997,27.237999999999943,2160,2022-06-24 00:00:00+00:00,5.0,STOP,0.016892002566408455,0.0036384887686616275,3.378400513281691e-05,4.106098267014016e-05,-0.0036384887686616275,-5.458193807919687e-05,-0.003767915694543781,-0.22305914764876267,-1.035571616160234,False,False,False,True,2022
BTCUSDT,SHORT,1d,2022-06-14 00:00:00+00:00,22471.4,25748.79,19194.010000000002,15916.619999999999,9361.839999999998,2160,2022-07-08 00:00:00+00:00,24.0,TP1+STOP,0.024831622588441255,0.0036216217750176427,4.9663245176882515e-05,4.821459646687545e-05,0.0007243243550035287,3.457556653186691e-05,0.0006610220798916376,0.026620172626147007,0.18252101432884096,True,False,False,True,2022
SOLUSDT,SHORT,1d,2022-05-09 00:00:00+00:00,75.34,89.282,61.398,47.456,19.57200000000001,2160,2022-07-19 00:00:00+00:00,71.0,TP1+TP2+SIGNAL_INVALID,0.01902804631480334,0.003521224073811893,3.805609262960668e-05,2.4388126236887342e-05,0.0068339831963596725,-8.825553564389004e-05,0.006683283441849288,0.3512332969596496,1.89800004252905,True,True,False,True,2022
BTCUSDT,SHORT,1d,2022-09-07 00:00:00+00:00,18781.4,20482.940000000002,17079.86,15378.320000000002,11975.240000000002,2160,2022-09-09 00:00:00+00:00,2.0,STOP,0.039853899305379525,0.0036106469072633303,7.970779861075905e-05,8.692909242528572e-05,-0.0036106469072633303,9.767963586431844e-06,-0.0037675158347129432,-0.09453317994920511,-1.0434462110194294,False,False,False,True,2022
SOLUSDT,SHORT,1d,2022-08-27 00:00:00+00:00,31.68,37.973,25.387,19.093999999999998,6.507999999999996,2160,2022-09-12 00:00:00+00:00,16.0,STOP,0.018169785644822245,0.003609294856782398,3.633957128964449e-05,4.3558161003209285e-05,-0.003609294856782398,-1.9233905564772847e-05,-0.0037084264946400246,-0.20409852747474744,-1.0274656523756556,False,False,False,True,2022
ETHUSDT,SHORT,1d,2022-09-19 00:00:00+00:00,1333.68,1547.847,1119.5130000000001,905.346,477.01200000000006,2160,2022-10-26 00:00:00+00:00,37.0,SIGNAL_INVALID,0.022313183463900658,0.003583129058629664,4.462636692780132e-05,4.882606649074621e-05,-0.0020998497814724458,2.541847831698003e-05,-0.0021678837365740134,-0.09715707935989143,-0.6050253008199211,False,False,False,True,2022
BTCUSDT,SHORT,1d,2022-11-10 00:00:00+00:00,15905.0,17732.15,14077.849999999999,12250.699999999999,8596.399999999998,2160,2022-11-10 00:00:00+00:00,0.0,STOP,0.031124421645512955,0.003575541465551653,6.224884329102591e-05,6.939992622212922e-05,-0.003575541465551653,-8.77511299145269e-05,-0.0037949413649793354,-0.12192809261490108,-1.0613613075226447,False,False,False,True,2022
ETHUSDT,SHORT,1d,2022-11-10 00:00:00+00:00,1101.53,1322.658,880.402,659.274,217.01800000000003,2160,2022-11-10 00:00:00+00:00,0.0,STOP,0.017811250454710003,0.0035755414655516534,3.562250090942001e-05,4.2773583840523316e-05,-0.0035755414655516534,-2.7270659629649535e-05,-0.0036812082099312465,-0.2066788190583098,-1.029552655282461,False,False,False,True,2022
BNBUSDT,SHORT,1d,2022-11-22 00:00:00+00:00,253.93,304.392,203.46800000000002,153.006,52.081999999999994,2160,2022-11-25 00:00:00+00:00,3.0,STOP,0.017860821589157812,0.0035493749420394648,3.5721643178315626e-05,4.2820393062394556e-05,-0.0035493749420394648,-0.0001568448439421199,-0.003784761822222295,-0.21190300811916665,-1.0663178401906386,False,False,False,True,2022
BNBUSDT,SHORT,1d,2022-12-17 00:00:00+00:00,230.73,256.807,204.653,178.57599999999996,126.42199999999997,2160,2022-12-31 00:00:00+00:00,14.0,END_OF_FOLD,0.031287758447805354,0.003536128275661687,6.257551689561071e-05,6.674667560862806e-05,-0.0020855793565086773,-0.00031905336721848893,-0.0025339549162314047,-0.08098870107484948,-0.7165902135598422,False,False,False,True,2022
BTCUSDT,LONG,1d,2023-01-14 00:00:00+00:00,19924.3,19193.37,20655.23,21386.159999999996,22848.019999999997,2160,2023-01-15 00:00:00+00:00,1.0,TP1+TP2+STOP,0.09540592122364655,0.0035000000000000005,0.0001908118424472931,0.0001999118424472931,0.004549999999999995,-8.785549287825098e-05,0.004071420822227158,0.042674718403306486,1.163263092064902,True,True,False,True,2023
ETHUSDT,LONG,1d,2023-01-14 00:00:00+00:00,1450.95,1375.725,1526.1750000000002,1601.4,1751.8500000000001,2160,2023-01-15 00:00:00+00:00,1.0,TP1+TP2+STOP,0.06750847457627107,0.0035,0.00013501694915254214,0.00014411694915254214,0.004549999999999998,-0.00010712369514656012,0.004163742406548354,0.06167732914545651,1.1896406875852439,True,True,False,True,2023
SOLUSDT,LONG,1d,2023-01-14 00:00:00+00:00,18.289,15.302900000000001,21.275100000000002,24.261200000000002,30.233400000000003,2160,2023-01-18 00:00:00+00:00,4.0,TP1+TP2+STOP,0.021436489066005825,0.0035,4.287297813201165e-05,5.197297813201165e-05,0.00455,-4.123356972221292e-05,0.004413920474013764,0.2059068749748483,1.261120135432504,True,True,False,True,2023
ETHUSDT,LONG,1d,2023-01-21 00:00:00+00:00,1659.01,1531.554,1786.466,1913.922,2168.834,2160,2023-01-24 00:00:00+00:00,3.0,STOP,0.046133429161735656,0.0035442717929597624,9.226685832347131e-05,8.517831473755179e-05,-0.0035442717929597624,-5.387455978937184e-05,-0.0037755915258101576,-0.08184068677343712,-1.0652657996798895,False,False,False,True,2023
BTCUSDT,LONG,1d,2023-01-21 00:00:00+00:00,22661.0,21342.940000000002,23979.059999999998,25297.12,27933.239999999998,2160,2023-02-06 00:00:00+00:00,16.0,TP1+STOP,0.06093557432913625,0.003544271792959763,0.00012187114865827251,0.0001232888573754564,0.0007088543585919525,-0.0003014407270865289,0.00016225362547169476,0.002662707741052888,0.045779114850613485,True,False,False,True,2023
SOLUSDT,LONG,1d,2023-01-21 00:00:00+00:00,25.513,20.9572,30.068800000000003,34.6246,43.736200000000004,2160,2023-02-09 00:00:00+00:00,19.0,STOP,0.019848326584525747,0.0035442717929597624,3.969665316905149e-05,3.260810958313197e-05,-0.0035442717929597624,-0.00010141545073843202,-0.003717992006450378,-0.1873201748579156,-1.0490143599697088,False,False,False,True,2023
BTCUSDT,LONG,1d,2023-02-16 00:00:00+00:00,24332.7,22716.47,25948.93,27565.16,30797.620000000003,2160,2023-02-25 00:00:00+00:00,9.0,STOP,0.05297348371040745,0.0035186121382860024,0.0001059469674208149,9.890974314424289e-05,-0.0035186121382860024,-0.00013564608153668884,-0.0038591149303877493,-0.07284993661139125,-1.0967719028752096,False,False,False,True,2023
BNBUSDT,LONG,1d,2023-03-18 00:00:00+00:00,338.62,313.452,363.788,388.956,439.29200000000003,2160,2023-03-27 00:00:00+00:00,9.0,STOP,0.04715904064782098,0.0035051052360296456,9.431808129564196e-05,8.730787082358266e-05,-0.0035051052360296456,0.0009868126896858636,-0.0026999184984630065,-0.057251344840233906,-0.7702817224173554,False,False,False,True,2023
ETHUSDT,LONG,1d,2023-03-18 00:00:00+00:00,1789.21,1625.754,1952.6660000000002,2116.1220000000003,2443.034,2160,2023-04-19 00:00:00+00:00,32.0,TP1+TP2+STOP,0.038367324168929844,0.003505105236029645,7.673464833785969e-05,8.584792195153677e-05,0.004556636806838539,-0.0002049186394461915,0.004189135597102951,0.1091849819564781,1.1951525888700938,True,True,False,True,2023
