symbol,trades,win_rate,profit_factor,mean_r,median_holding_days
BNBUSDT,102,0.39215686274509803,0.7341928763997582,-0.13126797494848583,7.0
BTCUSDT,99,0.5151515151515151,0.9256613290449611,-0.02761715197674465,11.0
ETHUSDT,97,0.4329896907216495,0.8744952801258102,-0.057285872240136676,11.0
SOLUSDT,96,0.5,1.1160382903978125,0.053760537447548745,8.0
