side,trades,win_rate,profit_factor,mean_r,net_pnl,tp1_rate,tp2_rate,tp3_rate,median_holding_days
LONG,118,0.6186440677966102,1.9956976727852802,0.3674404663694834,0.15292467156151465,0.6610169491525424,0.3898305084745763,0.15254237288135594,6.791666666666666
SHORT,38,0.6052631578947368,1.5463711653478984,0.21322367120946698,0.02809808688254631,0.5789473684210527,0.34210526315789475,0.05263157894736842,13.458333333333332
