date,return,equity,cash,gross_exposure,open_positions,test_year,selected_candidate
2020-03-01 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-02 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-03 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-04 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-05 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-06 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-07 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-08 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-09 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-10 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-11 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-12 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-13 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-14 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-15 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-16 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-17 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-18 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-19 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-20 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-21 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-22 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-23 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-24 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-25 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-26 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-27 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-28 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-29 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-30 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-03-31 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-01 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-02 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-03 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-04 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-05 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-06 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-07 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-08 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-09 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-10 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-11 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-12 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-13 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-14 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-15 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-16 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-17 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-18 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-19 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-20 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-21 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-22 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-23 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-24 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-25 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-26 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-27 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-28 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-29 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-04-30 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-01 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-02 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-03 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-04 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-05 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-06 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-07 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-08 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-09 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-10 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-11 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-12 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-13 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-14 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-15 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-16 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-17 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-18 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-19 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-20 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-21 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-22 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-23 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-24 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-25 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-26 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-27 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-28 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-29 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-30 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-05-31 00:00:00+00:00,0.0,1.0057837578031235,1.0057837578031235,0.0,0,2020,ALL
2020-06-01 00:00:00+00:00,0.004150411343139204,1.0099581741202548,0.9686503225671411,0.040900556687999294,1,2020,ALL
2020-06-02 00:00:00+00:00,-0.0030929574839151375,1.0068344164271683,1.0068344164271683,0.0,0,2020,ALL
2020-06-03 00:00:00+00:00,0.0,1.0068344164271683,1.0068344164271683,0.0,0,2020,ALL
2020-06-04 00:00:00+00:00,0.0,1.0068344164271683,1.0068344164271683,0.0,0,2020,ALL
2020-06-05 00:00:00+00:00,0.0,1.0068344164271683,1.0068344164271683,0.0,0,2020,ALL
2020-06-06 00:00:00+00:00,0.0,1.0068344164271683,1.0068344164271683,0.0,0,2020,ALL
2020-06-07 00:00:00+00:00,0.0,1.0068344164271683,1.0068344164271683,0.0,0,2020,ALL
2020-06-08 00:00:00+00:00,0.00034862580528094433,1.0071854248863799,0.8499156141139429,0.15614782232395644,3,2020,ALL
2020-06-09 00:00:00+00:00,-0.0007931825017754024,1.0063865430313168,0.8499156141139429,0.1554779622212267,3,2020,ALL
2020-06-10 00:00:00+00:00,0.0014983326987738632,1.0078944448963467,0.8499156141139429,0.15674144408906876,3,2020,ALL
2020-06-11 00:00:00+00:00,-0.010344084954987842,0.9974686991326785,0.8499156141139429,0.1479275341141395,3,2020,ALL
2020-06-12 00:00:00+00:00,0.003691880732270336,1.0011512346040492,0.8499156141139429,0.1510617130187323,3,2020,ALL
2020-06-13 00:00:00+00:00,0.0006939714121219076,1.001846004940075,0.8499156141139429,0.15165044335852768,3,2020,ALL
2020-06-14 00:00:00+00:00,-0.0027087155572663724,0.9991322890805087,0.8499156141139429,0.14934626435092827,3,2020,ALL
2020-06-15 00:00:00+00:00,-0.004654101285851864,0.9944822262091629,0.9420312297090634,0.052742015008187704,1,2020,ALL
2020-06-16 00:00:00+00:00,0.0005571304149964984,0.9950362825045576,0.9420312297090634,0.05326946738271462,1,2020,ALL
2020-06-17 00:00:00+00:00,-0.0003380514281304814,0.9946999090682153,0.9420312297090634,0.05294931554632314,1,2020,ALL
2020-06-18 00:00:00+00:00,-0.00044093009203893807,0.9942613159457587,0.9420312297090634,0.05253154819466465,1,2020,ALL
2020-06-19 00:00:00+00:00,-0.00042584585888105764,0.9938379138817176,0.9420312297090634,0.05212790078646571,1,2020,ALL
2020-06-20 00:00:00+00:00,0.00027278287714871396,0.9941090158472858,0.9420312297090634,0.05238639355245778,1,2020,ALL
2020-06-21 00:00:00+00:00,-0.0003596930905370721,0.993751441703045,0.9420312297090634,0.05204542084019112,1,2020,ALL
2020-06-22 00:00:00+00:00,0.005727434436124446,0.9994430879312034,0.8871729664730044,0.1123326808839036,2,2020,ALL
2020-06-23 00:00:00+00:00,-0.0003361072443749391,0.9991071678690092,0.8871729664730044,0.11203422915556574,2,2020,ALL
2020-06-24 00:00:00+00:00,-0.003066150036824311,0.9960437553894562,0.902072488439839,0.09434451693628076,2,2020,ALL
2020-06-25 00:00:00+00:00,-0.0015291685503869834,0.9945206366039053,0.9430519395697694,0.05175226650890981,1,2020,ALL
2020-06-26 00:00:00+00:00,-0.0004883445272005904,0.9940349678938317,0.9430519395697694,0.0512889686688643,1,2020,ALL
2020-06-27 00:00:00+00:00,-0.001889848189522203,0.9921563927094358,0.9921563927094358,0.0,0,2020,ALL
2020-06-28 00:00:00+00:00,0.0,0.9921563927094358,0.9921563927094358,0.0,0,2020,ALL
2020-06-29 00:00:00+00:00,0.0010968940146771633,0.9932446831182226,0.8657649923011272,0.1283467135377777,2,2020,ALL
2020-06-30 00:00:00+00:00,-0.0009988299942140788,0.9922526005371304,0.8657649923011272,0.12747520960643724,2,2020,ALL
2020-07-01 00:00:00+00:00,0.0020658487592060126,0.994302444340769,0.8657649923011272,0.12927399783761287,2,2020,ALL
2020-07-02 00:00:00+00:00,-0.0022565786849797487,0.9920587226384463,0.8657649923011272,0.12730469220756657,2,2020,ALL
2020-07-03 00:00:00+00:00,-0.0006151209946062552,0.9914484864902692,0.8657649923011272,0.126767548593535,2,2020,ALL
2020-07-04 00:00:00+00:00,0.0016702078857080416,0.9931044115706785,0.8657649923011272,0.1282235964173729,2,2020,ALL
2020-07-05 00:00:00+00:00,-0.0009154753598783483,0.9921952489520991,0.8657649923011272,0.12742477529951934,2,2020,ALL
2020-07-06 00:00:00+00:00,0.005627596760748421,0.9977789237211319,0.8657649923011272,0.1323077971297187,2,2020,ALL
2020-07-07 00:00:00+00:00,-0.0012206837873481868,0.9965609511655877,0.8657649923011272,0.13124732482391593,2,2020,ALL
2020-07-08 00:00:00+00:00,0.0031134083412087676,0.9996636523434695,0.880768768173418,0.11893488764078922,2,2020,ALL
2020-07-09 00:00:00+00:00,-0.0025005000816629153,0.9971639932991493,0.880768768173418,0.11672626158575375,2,2020,ALL
2020-07-10 00:00:00+00:00,0.0003036073012900875,0.9974667395680984,0.880768768173418,0.1169943485486147,2,2020,ALL
2020-07-11 00:00:00+00:00,-0.0008057068637951081,0.996663073769621,0.880768768173418,0.116282331157171,2,2020,ALL
2020-07-12 00:00:00+00:00,0.0012013770626368991,0.997860441925625,0.880768768173418,0.11734273534909243,2,2020,ALL
2020-07-13 00:00:00+00:00,-0.000832448590492918,0.9970297744072353,0.8116177851037816,0.18596434536138784,3,2020,ALL
2020-07-14 00:00:00+00:00,-0.0009545428008012058,0.9960780668138904,0.8116177851037816,0.1851865710688054,3,2020,ALL
2020-07-15 00:00:00+00:00,-0.0024735829550148747,0.9936141850859554,0.8116177851037816,0.1831660645690458,3,2020,ALL
2020-07-16 00:00:00+00:00,-0.004047296638341691,0.9895927337348485,0.875513398532236,0.11527907523336661,2,2020,ALL
2020-07-17 00:00:00+00:00,-5.2996861680254526e-06,0.9895874892039255,0.875513398532236,0.11527438646527,2,2020,ALL
2020-07-18 00:00:00+00:00,0.000683371650809228,0.990263745240043,0.875513398532236,0.11587856998641423,2,2020,ALL
2020-07-19 00:00:00+00:00,0.0009435013544727422,0.9911980604249622,0.875513398532236,0.11671195345471924,2,2020,ALL
2020-07-20 00:00:00+00:00,-0.0009541038825063852,0.990252354507178,0.875513398532236,0.11586840006257243,2,2020,ALL
2020-07-21 00:00:00+00:00,0.003582044563882336,0.9937994825705121,0.875513398532236,0.1190240950139391,2,2020,ALL
2020-07-22 00:00:00+00:00,0.0044297957716936676,0.9982018113163142,0.8917548895044318,0.10663867827640224,2,2020,ALL
2020-07-23 00:00:00+00:00,0.002084352069212425,1.000282415327223,0.8917548895044318,0.10849688463961299,2,2020,ALL
2020-07-24 00:00:00+00:00,0.0006774713971808843,1.0009600780527101,0.9267133016486335,0.07417556207488112,1,2020,ALL
2020-07-25 00:00:00+00:00,0.0012646972996517292,1.0022259895604826,0.9267133016486335,0.07534497079342795,1,2020,ALL
2020-07-26 00:00:00+00:00,0.0014114126315405429,1.0036405439818066,0.945656666956066,0.05777354987643025,1,2020,ALL
2020-07-27 00:00:00+00:00,0.013297697844896206,1.016986652680564,0.8914494023270818,0.12344041096566244,2,2020,ALL
2020-07-28 00:00:00+00:00,1.988390085805314e-05,1.01700687434234,0.8914494023270818,0.123457840043069,2,2020,ALL
2020-07-29 00:00:00+00:00,-0.0005329729906151659,1.0164648371470455,0.8914494023270818,0.12299041762315127,2,2020,ALL
2020-07-30 00:00:00+00:00,0.0038345704372602096,1.020362543162084,0.9099290757320412,0.10822963677969946,2,2020,ALL
2020-07-31 00:00:00+00:00,0.003725545934108787,1.0241639506860785,0.9099290757320412,0.11153963667390583,2,2020,ALL
2020-08-01 00:00:00+00:00,0.006307444259506356,1.0306238077176266,0.9862357221797227,0.043069144342981806,1,2020,ALL
2020-08-02 00:00:00+00:00,-0.004191006617878412,1.026304456518939,1.026304456518939,0.0,0,2020,ALL
2020-08-03 00:00:00+00:00,0.004695260043663385,1.0311232228262661,0.8606006241101772,0.1653755777594587,3,2020,ALL
2020-08-04 00:00:00+00:00,0.0008147487517158325,1.031963329184929,0.8606006241101772,0.16605503338001204,3,2020,ALL
2020-08-05 00:00:00+00:00,0.006852101110619291,1.0390344462589556,0.8745294002358853,0.15832492042527627,3,2020,ALL
2020-08-06 00:00:00+00:00,-0.0013485779775469497,1.037633227286818,0.8929316758382037,0.139453467413507,3,2020,ALL
2020-08-07 00:00:00+00:00,-0.0033193196464601504,1.034188990929665,0.8929316758382037,0.13658752542364702,3,2020,ALL
2020-08-08 00:00:00+00:00,0.003901853748851325,1.0382242451209447,0.8929316758382037,0.13994334072386802,3,2020,ALL
2020-08-09 00:00:00+00:00,-0.002052379660981374,1.0360934147967207,0.8929316758382037,0.13817454769423965,3,2020,ALL
2020-08-10 00:00:00+00:00,0.0015026107863389537,1.037650259937449,0.9334667225534874,0.10040332605924669,2,2020,ALL
2020-08-11 00:00:00+00:00,-0.004202854901809494,1.033289166456107,0.9334667225534874,0.09660649423528055,2,2020,ALL
2020-08-12 00:00:00+00:00,0.0017538189584256347,1.0351013685857735,0.9334667225534874,0.09818810902660322,2,2020,ALL
2020-08-13 00:00:00+00:00,0.005090504045435207,1.040370556289995,0.9462372002699373,0.09048060371464296,2,2020,ALL
2020-08-14 00:00:00+00:00,0.0011226413482388065,1.0415385192939763,0.9462372002699373,0.09150052279260942,2,2020,ALL
2020-08-15 00:00:00+00:00,-0.00010551796914304301,1.0414286182646362,0.9462372002699373,0.09140464965646836,2,2020,ALL
2020-08-16 00:00:00+00:00,0.0003773452349351558,1.0418215963912634,0.9462372002699373,0.09174737445683433,2,2020,ALL
2020-08-17 00:00:00+00:00,0.0014085906432543815,1.0432890965438804,0.9462372002699373,0.09302493105261853,2,2020,ALL
2020-08-18 00:00:00+00:00,-0.0022923886836032636,1.0408974724252364,0.9462372002699373,0.0909410145215798,2,2020,ALL
2020-08-19 00:00:00+00:00,-0.002141397953776658,1.0386684967076938,0.9462372002699373,0.08899017995706941,2,2020,ALL
2020-08-20 00:00:00+00:00,0.0012000460841896654,1.0399149467699391,0.9462372002699373,0.09008212334188737,2,2020,ALL
2020-08-21 00:00:00+00:00,-0.003934674976232455,1.0358232194514734,0.9462372002699373,0.08648774954955814,2,2020,ALL
2020-08-22 00:00:00+00:00,0.0012415921673429864,1.0371092894474963,0.9462372002699373,0.08762055272493965,2,2020,ALL
2020-08-23 00:00:00+00:00,-0.0004715382548288183,1.0366202527430834,0.9462372002699373,0.08719012795088292,2,2020,ALL
2020-08-24 00:00:00+00:00,0.0033391153449942035,1.0400816473359495,0.9013529487785543,0.13338250791438636,3,2020,ALL
2020-08-25 00:00:00+00:00,-0.007507074244272771,1.032273677189293,0.9358234374993819,0.09343475651973317,2,2020,ALL
2020-08-26 00:00:00+00:00,0.0022555286508501027,1.034602000043712,0.9358234374993819,0.09547493871088268,2,2020,ALL
2020-08-27 00:00:00+00:00,0.0012192704436781998,1.0358634596833356,0.9358234374993819,0.09657645633579555,2,2020,ALL
2020-08-28 00:00:00+00:00,0.000819483260909637,1.036712332449134,0.9358234374993819,0.09731619060748684,2,2020,ALL
2020-08-29 00:00:00+00:00,-0.0005531750090747023,1.0361388490952237,0.9358234374993819,0.09681657210656577,2,2020,ALL
2020-08-30 00:00:00+00:00,0.002447633534202298,1.038674937288359,0.9358234374993819,0.0990218364731981,2,2020,ALL
2020-08-31 00:00:00+00:00,-0.0011904858272681063,1.0374384094963787,0.8672947963854796,0.16400357992673018,3,2020,ALL
2020-09-01 00:00:00+00:00,0.008857752169421529,1.0466277818187364,0.8920911359553259,0.1476519623766059,3,2020,ALL
2020-09-02 00:00:00+00:00,-0.006815524144186846,1.039494464901774,0.9251849296073034,0.10996646846529604,2,2020,ALL
2020-09-03 00:00:00+00:00,-0.007422653947190216,1.0317786572087886,1.0317786572087886,0.0,0,2020,ALL
2020-09-04 00:00:00+00:00,0.0,1.0317786572087886,1.0317786572087886,0.0,0,2020,ALL
2020-09-05 00:00:00+00:00,0.0,1.0317786572087886,1.0317786572087886,0.0,0,2020,ALL
2020-09-06 00:00:00+00:00,0.0,1.0317786572087886,1.0317786572087886,0.0,0,2020,ALL
2020-09-07 00:00:00+00:00,-0.0004616864912474483,1.0313022989407978,0.918483043197504,0.10939494254901329,3,2020,ALL
2020-09-08 00:00:00+00:00,-0.0014003724737269296,1.0298580915892699,0.918483043197504,0.10814601477752411,3,2020,ALL
2020-09-09 00:00:00+00:00,0.0029878846666664405,1.0329351887899718,0.918483043197504,0.1108028333573788,3,2020,ALL
