symbol,side,timeframe,entry_time,entry,initial_stop,tp1,tp2,tp3,max_holding_hours,initial_notional,initial_risk_cash,exit_time,holding_days,exit_reason,entry_fee,exit_fees,net_pnl,net_return_on_notional,realized_r,tp1_hit,tp2_hit,tp3_hit,paper_only,test_year,selected_candidate
SOLUSDT,LONG,1d,2021-04-19 00:00:00+00:00,32.3324,25.99095,38.67385,45.015299999999996,51.35675,672,0.027036939079667973,0.005302835463088433,2021-04-23 00:00:00+00:00,4.0,TP1+STOP,5.407387815933595e-05,5.672529589088017e-05,0.0012149096917218908,0.044935178798975586,0.22910567378123275,True,False,False,True,2021,TOP2
ETHUSDT,LONG,1d,2021-05-03 00:00:00+00:00,2949.33,2516.116,3382.544,3815.758,4248.972,672,0.03633669300799654,0.005337335640557757,2021-05-12 00:00:00+00:00,9.0,TP1+TP2+TP3,7.267338601599308e-05,9.669139639850298e-05,0.01183964040884046,0.325831533602547,2.2182679160876613,True,True,True,True,2021,TOP2
BTCUSDT,LONG,1d,2021-05-03 00:00:00+00:00,56578.21,49274.07,63882.35,71186.48999999999,78490.63,672,0.04134325145903027,0.005337335640557757,2021-05-12 00:00:00+00:00,9.0,STOP,8.268650291806054e-05,7.201183163694503e-05,-0.005492033975112763,-0.13283991416483482,-1.0289841870500838,False,False,False,True,2021,TOP2
SOLUSDT,LONG,1d,2021-04-26 00:00:00+00:00,47.395,37.46428,57.325720000000004,67.25644,77.18716,672,0.025366375685572703,0.0053150411298286855,2021-05-13 00:00:00+00:00,17.0,STOP,5.0732751371145405e-05,4.0102669111488035e-05,-0.0054058765503113195,-0.21311190125540672,-1.0170902573025924,False,False,False,True,2021,TOP2
BNBUSDT,LONG,1d,2021-04-26 00:00:00+00:00,505.0,371.42552,638.57448,772.14896,905.7234400000001,672,0.020094375591531304,0.0053150411298286855,2021-05-17 00:00:00+00:00,21.0,TP1+EARLY_RISK_OFF,4.018875118306261e-05,4.6407154266167316e-05,0.003022605636103124,0.15042048071287117,0.5686890397027932,True,False,False,True,2021,TOP2
SOLUSDT,LONG,1d,2021-08-16 00:00:00+00:00,53.515,45.9603,61.069700000000005,68.62440000000001,76.1791,672,0.03779040638799918,0.005334862807426283,2021-08-17 00:00:00+00:00,1.0,TP1+TP2+STOP,7.558081277599836e-05,8.891796979456407e-05,0.0065040797267122905,0.1721092824441746,1.2191653209260458,True,True,False,True,2021,TOP2
SOLUSDT,LONG,1d,2021-08-23 00:00:00+00:00,72.751,58.9074,86.5946,100.43820000000001,114.2818,672,0.028181075626242866,0.005362504137942513,2021-08-30 00:00:00+00:00,7.0,TP1+TP2+TP3,5.6362151252485736e-05,8.049341987322704e-05,0.011928778739244942,0.42329039875740543,2.2244791672686297,True,True,True,True,2021,TOP2
BNBUSDT,LONG,1d,2021-08-23 00:00:00+00:00,448.69,398.032,499.348,550.0060000000001,600.664,672,0.0474969793843702,0.005362504137942513,2021-08-31 00:00:00+00:00,8.0,TP1+STOP,9.49939587687404e-05,9.767521083771166e-05,0.001147956864879173,0.024169049900822335,0.21407104504717853,True,False,False,True,2021,TOP2
BTCUSDT,LONG,1d,2021-08-30 00:00:00+00:00,48767.84,44358.30299999999,53177.377,57586.914,61996.451,672,0.05991570078126924,0.005417514892518018,2021-09-06 00:00:00+00:00,7.0,EARLY_RISK_OFF,0.00011983140156253848,0.00012717601335027586,0.0034252984789558847,0.0571686291621694,0.6322637864247445,False,False,False,True,2021,TOP2
ETHUSDT,LONG,1d,2021-08-16 00:00:00+00:00,3307.35,2892.044,3722.656,4137.9619999999995,4553.268,672,0.04248495929782212,0.005334862807426282,2021-09-07 00:00:00+00:00,22.0,TP1+STOP,8.496991859564423e-05,8.763734999935738e-05,0.0011611084332615704,0.027329870440080464,0.2176454156694103,True,False,False,True,2021,TOP2
BNBUSDT,LONG,1d,2021-09-06 00:00:00+00:00,504.9,443.77,566.03,627.16,688.29,672,0.045319488531170266,0.005486988183621387,2021-09-07 00:00:00+00:00,1.0,STOP,9.063897706234054e-05,7.966500069509776e-05,-0.005657292161378824,-0.12483133293721525,-1.0310377883199735,False,False,False,True,2021,TOP2
SOLUSDT,LONG,1d,2021-09-06 00:00:00+00:00,141.98,114.64649999999999,169.31349999999998,196.647,223.98049999999998,672,0.028501384100483453,0.005486988183621387,2021-09-10 00:00:00+00:00,4.0,TP1+TP2+STOP,5.70027682009669e-05,7.072023866002038e-05,0.006731012222665743,0.23616439815466958,1.226722565716062,True,True,False,True,2021,TOP2
SOLUSDT,LONG,1d,2021-09-13 00:00:00+00:00,174.31,130.118,218.502,262.694,306.88599999999997,672,0.02154052043871794,0.005461067518947985,2021-09-21 00:00:00+00:00,8.0,STOP,4.3081040877435886e-05,3.215890583953991e-05,-0.0055363074656649604,-0.2570182777809649,-1.0137775162925415,False,False,False,True,2021,TOP2
