year,selected_sleeves,days,total_return,cagr,sharpe,max_drawdown,trades,win_rate,profit_factor,mean_r,median_holding_days,minimum_equity,maximum_initial_gross,final_equity,reconciled_equity,reconciliation_error
2022,"BNBUSDT_LONG,ETHUSDT_LONG,SOLUSDT_LONG",365,-0.009800714914800612,-0.00982750721780945,-1.1074825885293682,-0.01312450716321889,6,0.3333333333333333,0.3232401728685351,-0.46598339351997525,5.0,0.9895888155269694,0.06561451628218289,0.9901992850851995,0.9901992850851999,4.440892098500626e-16
2023,"BNBUSDT_LONG,BTCUSDT_SHORT,ETHUSDT_LONG,SOLUSDT_LONG",365,0.029227834439968126,0.029309296086565073,1.1803516120390631,-0.017440750424250973,19,0.5263157894736842,1.8882637317388038,0.4401657760482359,8.0,0.9998688145641137,0.13603776896287328,1.0292278344399681,1.0292278344399681,0.0
2024,"BNBUSDT_LONG,ETHUSDT_LONG,SOLUSDT_LONG",366,0.013793562797322245,0.013793562797322245,0.6284886851824164,-0.02075316921704351,18,0.6111111111111112,1.513106472586205,0.2212986156190216,10.5,0.9958824055567135,0.12786329536363458,1.013793562797322,1.0137935627973218,2.220446049250313e-16
2025,"BTCUSDT_LONG,ETHUSDT_LONG,SOLUSDT_LONG",365,0.008208760022566652,0.008231404123227204,0.554055636947416,-0.011137520407959345,12,0.5833333333333334,1.5345968060080772,0.1970970679419638,5.0,0.9980574506989869,0.13584374328405707,1.0082087600225664,1.0082087600225653,1.1102230246251565e-15
2026,"BTCUSDT_LONG,ETHUSDT_LONG,SOLUSDT_LONG",243,0.009851805858419604,0.014896271042196263,0.708710486526359,-0.011640510378824076,8,0.5,1.7309805179560223,0.36089791161843954,5.5,0.9893853950889309,0.20735183985735217,1.00985180585842,1.00985180585842,0.0
