time,symbol,event,price,fee
2021-08-23 00:00:00+00:00,BNBUSDT,ENTRY,448.69,0.00010848473081851795
2021-08-23 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,499.06,3.0183218572268885e-05
2021-08-27 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,87.98,1.915367181541553e-05
2021-08-30 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,110.25,7.277119478444358e-05
2021-08-31 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,463.9,8.136354811388846e-05
2021-09-01 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,3826.82,2.7305528667915713e-05
2021-09-06 00:00:00+00:00,BTCUSDT,EARLY_RISK_OFF,51756.88,0.00012772414070330907
2021-09-06 00:00:00+00:00,SOLUSDT,ENTRY,141.98,6.50433658439976e-05
2021-09-06 00:00:00+00:00,BNBUSDT,ENTRY,504.9,0.00010342417273502728
2021-09-07 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,3434.57,7.277782871140741e-05
2021-09-07 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,173.46,1.9391322585624186e-05
2021-09-07 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,418.7,9.090224823652815e-05
2021-09-08 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,191.02,2.252180371024897e-05
2021-09-10 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,179.6,3.878264517124837e-05
2021-09-13 00:00:00+00:00,ETHUSDT,ENTRY,3404.3,8.466142922241875e-05
2021-09-13 00:00:00+00:00,SOLUSDT,ENTRY,174.31,4.915765446551753e-05
2021-09-13 00:00:00+00:00,BNBUSDT,ENTRY,416.4,7.525119122903623e-05
2021-09-21 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2765.9,7.219871872881453e-05
2021-09-21 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,124.29,3.6694943971913316e-05
2021-09-21 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,344.4,6.278848073543202e-05
2021-10-04 00:00:00+00:00,ETHUSDT,ENTRY,3417.73,8.244420720541846e-05
2021-10-04 00:00:00+00:00,SOLUSDT,ENTRY,172.99,5.7675688990321555e-05
2021-10-04 00:00:00+00:00,BNBUSDT,ENTRY,430.5,9.314315541825034e-05
2021-10-11 00:00:00+00:00,BNBUSDT,EARLY_RISK_OFF,404.0,8.740960462014666e-05
2021-10-16 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,3829.96,2.367904237935877e-05
2021-10-18 00:00:00+00:00,BTCUSDT,ENTRY,61528.32,0.00013022676165853287
2021-10-22 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,196.29,1.7486912825584545e-05
2021-10-29 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,4418.89,2.6747032957362923e-05
2021-11-01 00:00:00+00:00,ETHUSDT,MAX_HOLD,4287.48,5.171237773450323e-05
2021-11-01 00:00:00+00:00,SOLUSDT,MAX_HOLD,202.53,5.064334914392374e-05
2021-11-01 00:00:00+00:00,ETHUSDT,ENTRY,4287.48,0.00011004860217481538
2021-11-01 00:00:00+00:00,SOLUSDT,ENTRY,202.53,7.766958227483008e-05
2021-11-03 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,243.37,2.2513747750048447e-05
2021-11-08 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,67525.83,3.5624828222296704e-05
2021-11-08 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,4807.98,3.060850272504477e-05
2021-11-15 00:00:00+00:00,BTCUSDT,MAX_HOLD,65519.11,0.000104005052332599
2021-11-15 00:00:00+00:00,BTCUSDT,ENTRY,65519.11,0.00014312043873932403
2021-11-15 00:00:00+00:00,BNBUSDT,ENTRY,650.7,0.00010877988789039221
2021-11-16 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,4209.76,8.253645163111155e-05
2021-11-16 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,60058.87,0.00013057388984419292
2021-11-16 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,588.7,9.62333389952611e-05
2021-11-18 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,195.01,5.8252186706122565e-05
2021-11-22 00:00:00+00:00,BTCUSDT,ENTRY,58617.7,0.00012554532299080803
2021-11-22 00:00:00+00:00,ETHUSDT,ENTRY,4259.7,0.00010868298719985623
2021-11-22 00:00:00+00:00,SOLUSDT,ENTRY,230.56,6.944023951031555e-05
2021-11-22 00:00:00+00:00,BNBUSDT,ENTRY,584.0,8.796627296570863e-05
2021-11-26 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,192.42,5.7109898577142766e-05
2021-11-29 00:00:00+00:00,SOLUSDT,ENTRY,200.71,6.140984430350442e-05
2021-11-30 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,4630.26,3.0253332033257253e-05
2021-12-02 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,233.6,1.8421194003498415e-05
2021-12-03 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,53601.05,0.00011321498205763525
2021-12-03 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,4215.73,8.151224039989217e-05
2021-12-04 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,568.6,7.563593203253586e-05
2021-12-04 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,200.67,4.605738322762832e-05
2021-12-13 00:00:00+00:00,BTCUSDT,ENTRY,50053.9,8.975381478392938e-05
2021-12-13 00:00:00+00:00,ETHUSDT,ENTRY,4130.0,7.56258273000202e-05
2021-12-13 00:00:00+00:00,SOLUSDT,ENTRY,172.83,5.268024447072706e-05
2021-12-13 00:00:00+00:00,BNBUSDT,ENTRY,570.3,7.854060518138721e-05
2021-12-20 00:00:00+00:00,BTCUSDT,EARLY_RISK_OFF,46681.24,8.370615214487092e-05
2021-12-20 00:00:00+00:00,ETHUSDT,EARLY_RISK_OFF,3924.14,7.185625519154995e-05
2021-12-20 00:00:00+00:00,SOLUSDT,EARLY_RISK_OFF,179.9,5.4835248396018035e-05
2021-12-20 00:00:00+00:00,BNBUSDT,EARLY_RISK_OFF,529.8,7.29630240664544e-05
2021-12-27 00:00:00+00:00,BTCUSDT,ENTRY,50775.48,0.00012835811487240891
2021-12-27 00:00:00+00:00,ETHUSDT,ENTRY,4063.57,0.00010479687721167131
2021-12-27 00:00:00+00:00,SOLUSDT,ENTRY,197.85,8.303227359516315e-05
2021-12-27 00:00:00+00:00,BNBUSDT,ENTRY,546.5,0.00011722169380934668
2021-12-30 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,47120.87,0.00011626272363012337
2021-12-30 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,3709.27,9.270148596938575e-05
2021-12-30 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,172.52,7.093688235287761e-05
2022-01-03 00:00:00+00:00,BNBUSDT,EARLY_RISK_OFF,531.0,0.00011389701630880711
2023-01-16 00:00:00+00:00,ETHUSDT,ENTRY,1552.52,0.00021475788921868045
2023-01-16 00:00:00+00:00,BNBUSDT,ENTRY,302.2,0.00020577751531817667
2023-01-18 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,286.7,0.00019388845040270558
2023-01-20 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,1658.52,5.6661738533537885e-05
2023-01-23 00:00:00+00:00,BTCUSDT,ENTRY,22706.02,0.00019087749368628003
2023-01-23 00:00:00+00:00,BNBUSDT,ENTRY,303.1,0.00014795750250018918
2023-01-24 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,1555.97,0.00016106841691401034
2023-01-30 00:00:00+00:00,BNBUSDT,EARLY_RISK_OFF,317.1,0.0001547915672807984
2023-01-30 00:00:00+00:00,ETHUSDT,ENTRY,1644.73,0.00012438138193640138
2023-02-02 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,23488.94,5.0688530495002534e-05
2023-02-06 00:00:00+00:00,BTCUSDT,EARLY_RISK_OFF,22932.91,0.0001445886283813619
2023-02-06 00:00:00+00:00,ETHUSDT,EARLY_RISK_OFF,1629.01,0.00012319256959392557
2023-02-20 00:00:00+00:00,BTCUSDT,ENTRY,24272.51,0.00016840733619914386
2023-02-20 00:00:00+00:00,ETHUSDT,ENTRY,1679.74,0.00013788690142664206
2023-02-20 00:00:00+00:00,BNBUSDT,ENTRY,311.5,0.00012761957498186725
2023-03-03 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,22354.34,0.0001565303170058073
2023-03-06 00:00:00+00:00,BTCUSDT,ENTRY,22430.24,0.00013228531329986286
2023-03-08 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,1532.38,0.00012600988223330554
2023-03-09 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,277.1,0.0001157425557885307
2023-03-09 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,20362.22,0.0001205673543875645
2023-03-13 00:00:00+00:00,BTCUSDT,ENTRY,21998.05,0.00014461123067193826
2023-03-13 00:00:00+00:00,ETHUSDT,ENTRY,1580.33,0.00013445654293094047
2023-03-13 00:00:00+00:00,BNBUSDT,ENTRY,288.1,0.0001733283468440831
2023-03-13 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,24113.48,3.906016357261501e-05
2023-03-13 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,307.9,4.6239442615651225e-05
2023-03-14 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,24670.41,4.1967519477245454e-05
2023-03-14 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,1699.4,3.652149163736557e-05
2023-03-16 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,329.4,4.914679852028166e-05
2023-03-17 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,27395.13,8.97497507637518e-05
2023-03-18 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,331.0,0.00010410830884982421
2023-03-20 00:00:00+00:00,BTCUSDT,ENTRY,27972.87,0.00013654662187306206
2023-03-20 00:00:00+00:00,BNBUSDT,ENTRY,336.7,0.00015495390006209966
2023-03-23 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,1813.79,3.942884754199601e-05
2023-03-25 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,1741.88,7.304298327473114e-05
2023-03-27 00:00:00+00:00,ETHUSDT,ENTRY,1773.88,0.00011172428737276295
2023-03-27 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,310.6,0.00014299295006918618
2023-04-03 00:00:00+00:00,BNBUSDT,ENTRY,313.8,0.0001432948516800142
2023-04-11 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,30200.42,3.712689296649388e-05
2023-04-13 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2012.01,3.0914167252677205e-05
2023-04-16 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,347.7,3.879874784255069e-05
2023-04-17 00:00:00+00:00,BTCUSDT,MAX_HOLD,30304.66,0.00011094675707243415
2023-04-17 00:00:00+00:00,BTCUSDT,ENTRY,30304.66,0.00021460332524862966
2023-04-19 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,28797.1,0.0002024912411127649
2023-04-24 00:00:00+00:00,ETHUSDT,MAX_HOLD,1862.01,8.795623449625608e-05
2023-04-24 00:00:00+00:00,BTCUSDT,ENTRY,27590.59,0.0001882854564874911
2023-04-24 00:00:00+00:00,ETHUSDT,ENTRY,1862.01,0.00014632249213409953
2023-04-26 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,28415.29,5.006050755063893e-05
2023-05-01 00:00:00+00:00,BNBUSDT,MAX_HOLD,337.5,0.0001155879838480038
2023-05-01 00:00:00+00:00,BNBUSDT,ENTRY,337.5,0.00016264306761610368
2023-05-06 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,1896.33,3.956976646229105e-05
2023-05-08 00:00:00+00:00,BNBUSDT,EARLY_RISK_OFF,321.0,0.00015469162875487194
2023-05-08 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,27668.79,0.0001412140923656183
2023-05-08 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,1847.56,0.00010974186910057465
2023-05-15 00:00:00+00:00,BTCUSDT,ENTRY,26917.61,0.0001474340637196476
2023-05-15 00:00:00+00:00,ETHUSDT,ENTRY,1799.2,0.00014136046960882098
2023-05-15 00:00:00+00:00,SOLUSDT,ENTRY,20.93,0.00010156781901509646
2023-05-15 00:00:00+00:00,BNBUSDT,ENTRY,312.1,0.00020476643534874262
2023-05-22 00:00:00+00:00,SOLUSDT,EARLY_RISK_OFF,19.61,9.516220405571149e-05
2023-05-22 00:00:00+00:00,BNBUSDT,EARLY_RISK_OFF,306.4,0.00020102670871789406
2023-05-29 00:00:00+00:00,BNBUSDT,ENTRY,314.2,0.00029317698454622436
2023-06-05 00:00:00+00:00,SOLUSDT,ENTRY,21.83,0.0001571270315255782
2023-06-05 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,276.9,0.0002812147663989214
2023-06-05 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,20.0,0.0001452435350047935
2023-06-12 00:00:00+00:00,BTCUSDT,MAX_HOLD,25925.54,0.00014200026363136523
2023-06-12 00:00:00+00:00,ETHUSDT,MAX_HOLD,1752.77,0.00013771253352392907
2023-06-12 00:00:00+00:00,BTCUSDT,ENTRY,25925.54,0.00017074502966988429
2023-06-12 00:00:00+00:00,ETHUSDT,ENTRY,1752.77,0.00017242234351943906
2023-06-14 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,1650.95,0.00016071074296277344
2023-06-19 00:00:00+00:00,BTCUSDT,EARLY_RISK_OFF,26339.98,0.00017347452228976362
2023-06-26 00:00:00+00:00,BTCUSDT,ENTRY,30462.67,0.00016858793500897708
2023-06-26 00:00:00+00:00,ETHUSDT,ENTRY,1898.8,0.0001659372779231926
2023-07-10 00:00:00+00:00,ETHUSDT,EARLY_RISK_OFF,1862.81,0.00016279209010327704
2023-07-10 00:00:00+00:00,SOLUSDT,ENTRY,21.32,9.040101093392989e-05
2023-07-13 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,26.01,5.392365179641275e-05
2023-07-14 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,26.67,6.264679812586056e-05
2023-07-17 00:00:00+00:00,SOLUSDT,ENTRY,27.41,7.93272104193463e-05
2023-07-24 00:00:00+00:00,BTCUSDT,MAX_HOLD,30083.75,0.00016649089819855957
2023-07-24 00:00:00+00:00,BTCUSDT,ENTRY,30083.75,0.0002385604813830878
2023-07-24 00:00:00+00:00,ETHUSDT,ENTRY,1888.74,0.0002067317680280485
2023-07-24 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,23.37,6.756559848413201e-05
2023-07-31 00:00:00+00:00,SOLUSDT,ENTRY,24.25,6.655199509310534e-05
2023-08-01 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,29705.99,0.00022684377668030683
2023-08-07 00:00:00+00:00,ETHUSDT,EARLY_RISK_OFF,1830.28,0.00020033303704394283
2023-08-07 00:00:00+00:00,SOLUSDT,EARLY_RISK_OFF,23.2,6.367036231587808e-05
2023-08-07 00:00:00+00:00,BTCUSDT,ENTRY,29088.43,0.00030517064819743063
2023-08-08 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,29770.42,7.918780092972648e-05
2023-08-14 00:00:00+00:00,ETHUSDT,ENTRY,1840.73,0.00034948599717918576
2023-08-14 00:00:00+00:00,SOLUSDT,ENTRY,24.22,0.0001255895525082703
2023-08-15 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,29200.0,0.00022887798614807295
2023-08-17 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,1681.49,0.0003378863345466094
2023-08-17 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,21.66,0.0001139898898756939
2023-10-23 00:00:00+00:00,BTCUSDT,ENTRY,29992.46,0.00022178307930135325
2023-10-23 00:00:00+00:00,SOLUSDT,ENTRY,29.06,0.00011269728229997174
2023-10-23 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,33069.99,0.00024757625289313276
2023-10-23 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,31.88,3.104022875185732e-05
2023-10-30 00:00:00+00:00,BTCUSDT,ENTRY,34525.88,0.00017287083726824675
2023-10-30 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,34.94,3.3906136928721715e-05
2023-10-31 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,38.4,7.354409021117219e-05
2023-11-06 00:00:00+00:00,ETHUSDT,ENTRY,1891.71,0.00017772369144936195
2023-11-06 00:00:00+00:00,SOLUSDT,ENTRY,41.16,7.700537185383674e-05
2023-11-09 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,36701.09,4.6131615226779246e-05
2023-11-09 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2121.32,4.73621222392112e-05
2023-11-09 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,45.29,2.21825423403299e-05
2023-11-10 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,56.67,2.511374171720062e-05
2023-11-11 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,56.34,5.608988218814267e-05
2023-11-13 00:00:00+00:00,SOLUSDT,ENTRY,56.27,7.316932742906934e-05
2023-11-15 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,65.43,2.1285031467681458e-05
2023-11-17 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,58.51,5.4876995571801995e-05
2023-11-20 00:00:00+00:00,SOLUSDT,ENTRY,61.1,5.6672059589198595e-05
2023-11-27 00:00:00+00:00,BTCUSDT,MAX_HOLD,37447.42,0.0001406242255578067
2023-11-27 00:00:00+00:00,BTCUSDT,ENTRY,37447.42,0.00017143435644640872
2023-12-02 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2164.74,5.029332161608192e-05
2023-12-03 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,39972.26,4.585342404503508e-05
2023-12-04 00:00:00+00:00,ETHUSDT,MAX_HOLD,2192.96,0.00010301286835741018
2023-12-04 00:00:00+00:00,ETHUSDT,ENTRY,2192.96,0.00016274245000006204
2023-12-05 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,44073.32,4.884825897846797e-05
2023-12-07 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2355.73,4.3710373021839905e-05
2023-12-08 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,74.94,1.71625442652821e-05
2023-12-11 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2225.12,0.00012205683750004654
2023-12-18 00:00:00+00:00,SOLUSDT,MAX_HOLD,70.85,4.928660501507431e-05
2023-12-18 00:00:00+00:00,ETHUSDT,ENTRY,2196.53,0.00014873899649676082
2023-12-18 00:00:00+00:00,SOLUSDT,ENTRY,70.85,7.467786362434684e-05
2023-12-20 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,82.21,2.171481548232728e-05
2023-12-21 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,93.84,2.476016505856785e-05
2023-12-23 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,107.88,5.5611029269616814e-05
2023-12-25 00:00:00+00:00,BTCUSDT,MAX_HOLD,42991.5,9.840758235368128e-05
2023-12-25 00:00:00+00:00,BTCUSDT,ENTRY,42991.5,0.00016674325650579155
2023-12-25 00:00:00+00:00,SOLUSDT,ENTRY,112.45,8.502435437383548e-05
2023-12-25 00:00:00+00:00,BNBUSDT,ENTRY,264.4,0.0001664192897837021
2023-12-26 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,297.7,4.469371300800387e-05
2023-12-27 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2378.35,4.0230098700430776e-05
2023-12-27 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,324.1,0.0001495255918344034
2024-01-01 00:00:00+00:00,BNBUSDT,ENTRY,311.9,0.0001368992711576056
2024-01-03 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2209.72,0.00011155424737257061
2024-01-03 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,98.52,7.266879212552207e-05
2024-01-08 00:00:00+00:00,ETHUSDT,ENTRY,2221.42,0.00013739120554517208
2024-01-08 00:00:00+00:00,SOLUSDT,ENTRY,89.44,4.70589963099163e-05
2024-01-08 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,46951.04,4.477470468852625e-05
2024-01-10 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2584.38,7.800532863022982e-05
2024-01-12 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,42782.73,0.0001250574423793437
2024-01-15 00:00:00+00:00,BTCUSDT,ENTRY,41732.35,0.00011745021238415015
2024-01-19 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2492.0,7.490208667768189e-05
2024-01-22 00:00:00+00:00,ETHUSDT,ENTRY,2457.06,0.00012639616743814348
2024-01-23 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2242.6,0.00011387687361507093
2024-01-29 00:00:00+00:00,BNBUSDT,MAX_HOLD,305.3,0.0001340023965515133
2024-01-29 00:00:00+00:00,ETHUSDT,ENTRY,2256.9,0.00012385841235186686
2024-01-29 00:00:00+00:00,BNBUSDT,ENTRY,305.3,0.00015581578513027648
2024-02-05 00:00:00+00:00,SOLUSDT,MAX_HOLD,95.48,5.023695178522818e-05
2024-02-05 00:00:00+00:00,SOLUSDT,ENTRY,95.48,9.774377398688618e-05
2024-02-09 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,47132.77,3.2486560558792784e-05
2024-02-09 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2486.56,3.4075304726908855e-05
2024-02-09 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,106.94,2.7549299724597717e-05
2024-02-12 00:00:00+00:00,BTCUSDT,MAX_HOLD,48300.0,0.00010195049987877125
2024-02-12 00:00:00+00:00,BTCUSDT,ENTRY,48300.0,0.00023363499951399756
2024-02-12 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,327.8,4.206464792151125e-05
2024-02-14 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2774.81,3.718600636585099e-05
2024-02-14 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,51795.17,6.157965691038678e-05
2024-02-15 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,354.2,4.517534956045339e-05
2024-02-19 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,2944.8,8.059341600958626e-05
2024-02-21 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,379.2,9.657210239879108e-05
2024-02-26 00:00:00+00:00,ETHUSDT,ENTRY,3112.6,0.00018074705322521821
2024-02-26 00:00:00+00:00,BNBUSDT,ENTRY,388.5,0.00018890000884927484
2024-02-26 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,54476.47,6.475056394227417e-05
2024-02-27 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,57037.34,0.0001358429419483231
2024-02-28 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,3383.1,4.841532459011199e-05
2024-02-28 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,414.6,5.0453563496126137e-05
2024-02-29 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,125.68,9.821468031317405e-05
2024-03-04 00:00:00+00:00,BTCUSDT,ENTRY,63113.97,0.00019991425862025928
2024-03-04 00:00:00+00:00,SOLUSDT,ENTRY,130.16,0.00011255686272990303
2024-03-04 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,3627.76,5.1643885873919414e-05
2024-03-04 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,68245.71,5.328518192506687e-05
2024-03-05 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,3553.65,9.683064918022395e-05
2024-03-05 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,394.1,0.0001416750066369561
2024-03-05 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,63724.01,0.00014993569396519447
2024-03-05 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,125.31,9.933039364989484e-05
2024-03-11 00:00:00+00:00,BTCUSDT,ENTRY,68955.88,0.00014894441884761325
2024-03-11 00:00:00+00:00,ETHUSDT,ENTRY,3878.47,0.00013524624907604836
2024-03-11 00:00:00+00:00,SOLUSDT,ENTRY,144.39,8.948927936880977e-05
2024-03-11 00:00:00+00:00,BNBUSDT,ENTRY,528.9,0.00013517308091915214
2024-03-13 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,163.9,2.5648139401062778e-05
2024-03-13 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,630.5,7.741399913615708e-05
2024-03-14 00:00:00+00:00,BNBUSDT,INTRADAY_BARRIER,603.2,7.413817957729675e-05
2024-03-15 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,183.95,2.8923958959923115e-05
2024-03-16 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,3523.09,0.000122142970840607
2024-03-18 00:00:00+00:00,ETHUSDT,ENTRY,3644.7,9.964913421583541e-05
2024-03-18 00:00:00+00:00,BNBUSDT,ENTRY,571.7,9.132979947556861e-05
2024-03-18 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,195.92,6.439955703756689e-05
2024-03-19 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,61937.4,0.0001358411406121719
2024-03-19 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,3158.64,8.640575416244266e-05
2024-03-25 00:00:00+00:00,BTCUSDT,ENTRY,67210.0,9.901012854131227e-05
2024-03-25 00:00:00+00:00,ETHUSDT,ENTRY,3454.99,8.206656596502593e-05
2024-03-25 00:00:00+00:00,SOLUSDT,ENTRY,183.87,6.505930928990329e-05
2024-04-12 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,153.16,5.1940235974290395e-05
2024-04-13 00:00:00+00:00,ETHUSDT,INTRADAY_BARRIER,3007.01,6.894749264941302e-05
2024-04-15 00:00:00+00:00,BNBUSDT,MAX_HOLD,566.4,9.048311775924796e-05
2024-04-15 00:00:00+00:00,ETHUSDT,ENTRY,3155.11,9.848594007271068e-05
2024-04-15 00:00:00+00:00,SOLUSDT,ENTRY,151.26,6.828963072168203e-05
2024-04-15 00:00:00+00:00,BNBUSDT,ENTRY,566.4,0.00011754645106281159
2024-04-22 00:00:00+00:00,BTCUSDT,MAX_HOLD,64941.15,9.566778171582563e-05
2024-04-22 00:00:00+00:00,BTCUSDT,ENTRY,64941.15,0.00011494375995413365
2024-04-30 00:00:00+00:00,SOLUSDT,INTRADAY_BARRIER,126.77,5.531884471987107e-05
2024-05-01 00:00:00+00:00,BTCUSDT,INTRADAY_BARRIER,58364.97,0.00010197507846033668
2024-05-06 00:00:00+00:00,BTCUSDT,ENTRY,64012.0,0.00014028012017478788
2024-05-06 00:00:00+00:00,SOLUSDT,ENTRY,145.74,8.271579654875023e-05
2024-05-13 00:00:00+00:00,ETHUSDT,MAX_HOLD,2929.3,9.143733950797006e-05
2024-05-13 00:00:00+00:00,BNBUSDT,MAX_HOLD,594.8,0.00012344037622203448
2024-05-13 00:00:00+00:00,ETHUSDT,ENTRY,2929.3,0.00013419539223301924
2024-05-13 00:00:00+00:00,BNBUSDT,ENTRY,594.8,0.00017808927695959277
