year,days,total_return,cagr,sharpe,max_drawdown,trades,win_rate,profit_factor,mean_r,median_holding_days
2018,365,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2019,365,0.013507727036273343,0.013545086374172843,0.41874537093880565,-0.03184154514582849,23,0.5217391304347826,1.3406956682935895,0.1213889578323344,9.0
2020,366,0.10731684041584355,0.10731684041584355,2.0956652733212846,-0.02463987536332035,40,0.725,3.3781853858579707,0.5683031235282707,9.5
2021,365,0.05760104068891736,0.05776377028179169,0.9106966861114697,-0.0576148901347423,63,0.5714285714285714,1.366140115182283,0.15692361868170357,7.0
2022,365,0.0016750580791431435,0.0016796637496387934,1.1350553945897282,-9.579063353659656e-05,0,0.0,0.0,0.0,0.0
2023,365,0.046994232666826896,0.04712633319614801,0.8426210382513933,-0.05362441806977769,52,0.5192307692307693,1.4571675594981406,0.17855554709296112,7.5
2024,366,0.015505332719582876,0.015505332719582876,0.2621895899943779,-0.05905625984954144,54,0.48148148148148145,1.1639302151755246,0.08614960787145505,10.0
2025,365,-0.0012752502108929198,-0.0012787514045731196,-0.004521368360482697,-0.04609744977928465,34,0.5,0.9285736580346914,-0.025046344129256017,8.0
2026,243,-0.00032408803797145946,-0.0004887702093303581,-0.030327494881059472,-0.009111031481761622,6,0.6666666666666666,0.8973523670141609,-0.010708401396709344,3.5
