symbol,side,timeframe,entry_time,entry,initial_stop,tp1,tp2,tp3,max_holding_hours,initial_notional,initial_risk_cash,exit_time,holding_days,exit_reason,entry_fee,exit_fees,net_pnl,net_return_on_notional,realized_r,tp1_hit,tp2_hit,tp3_hit,paper_only
BNBUSDT,LONG,1d,2020-09-07 00:00:00+00:00,23.1612,19.25893,27.063470000000002,30.96574,34.86801,672,0.031033256437789498,0.005228578208361089,2020-09-15 00:00:00+00:00,8.0,TP1+TP2+STOP,6.2066512875579e-05,7.513795839648172e-05,0.006398518289179297,0.20618262546845578,1.2237587417067495,True,True,False,True
BTCUSDT,LONG,1d,2020-09-07 00:00:00+00:00,10255.89,9315.498,11196.282,12136.673999999999,13077.065999999999,672,0.05702273409530112,0.005228578208361089,2020-10-05 00:00:00+00:00,28.0,MAX_HOLD,0.00011404546819060224,0.00011861278464484719,0.002050999974287026,0.03596811003238155,0.39226724599954244,False,False,False,True
ETHUSDT,LONG,1d,2020-09-07 00:00:00+00:00,352.85,283.338,422.362,491.874,561.386,672,0.026540796133332527,0.00522857820836109,2020-10-05 00:00:00+00:00,28.0,MAX_HOLD,5.3081592266665055e-05,5.3004869545803494e-05,-0.00014444782224324695,-0.005442482641349076,-0.02762659684658795,False,False,False,True
BNBUSDT,LONG,1d,2020-09-21 00:00:00+00:00,26.3167,20.10108,32.53232,38.74794,44.96356,672,0.022376686196484356,0.005285046311148135,2020-10-19 00:00:00+00:00,28.0,MAX_HOLD,4.475337239296871e-05,5.213401326065818e-05,0.0035934330481911074,0.16058825764628537,0.6799246092907864,False,False,False,True
BTCUSDT,LONG,1d,2020-10-05 00:00:00+00:00,10666.62,10043.476,11289.764000000001,11912.908000000001,12536.052000000001,672,0.09040081665113803,0.005281216213876258,2020-10-21 00:00:00+00:00,16.0,TP1+TP2+TP3,0.00018080163330227606,0.0002045671062647192,0.011497367741654569,0.12718212254678601,2.1770303043919195,True,True,True,True
BTCUSDT,LONG,1d,2020-10-26 00:00:00+00:00,13029.64,12275.831999999999,13783.448,14537.256,15291.063999999998,672,0.09288628643966636,0.005373780534881401,2020-10-28 00:00:00+00:00,2.0,TP1+STOP,0.0001857725728793327,0.0001884594631467734,0.0009692130976942474,0.010434404634356794,0.18035963534480995,True,False,False,True
BNBUSDT,LONG,1d,2020-10-19 00:00:00+00:00,30.6568,27.51762,33.79598,36.935159999999996,40.07434,672,0.052141985410181134,0.005339209498706075,2020-10-30 00:00:00+00:00,11.0,STOP,0.00010428397082036227,9.360555182295012e-05,-0.005537099021349389,-0.10619271548237261,-1.0370634496906839,False,False,False,True
ETHUSDT,LONG,1d,2020-10-05 00:00:00+00:00,352.34,313.375,391.30499999999995,430.27,469.235,672,0.04775526038232161,0.005281216213876257,2020-11-02 00:00:00+00:00,28.0,TP1+MAX_HOLD,9.551052076464323e-05,0.00010716572377431227,0.005624925260295569,0.1177865059317705,1.06508141922238,True,False,False,True
BNBUSDT,LONG,1d,2020-11-02 00:00:00+00:00,28.5485,25.85631,31.24069,33.93288,36.62507,672,0.056741364676381606,0.005350842761199635,2020-11-03 00:00:00+00:00,1.0,STOP,0.00011348272935276321,0.00010278104383036393,-0.0055671065343827686,-0.09811372296267765,-1.040416768504453,False,False,False,True
BTCUSDT,LONG,1d,2020-11-02 00:00:00+00:00,13761.49,12792.292,14730.688,15699.885999999999,16669.084,672,0.0759757749704613,0.005350842761199637,2020-11-07 00:00:00+00:00,5.0,TP1+TP2+STOP,0.0001519515499409226,0.0001653286568439217,0.0063712732447146906,0.08385927286943481,1.1907046289818983,True,True,False,True
ETHUSDT,LONG,1d,2020-11-02 00:00:00+00:00,396.68,361.753,431.607,466.534,501.461,672,0.06077167539475679,0.005350842761199636,2020-11-20 00:00:00+00:00,18.0,TP1+TP2+TP3,0.00012154335078951358,0.00014562214321491192,0.01177223071869474,0.19371245966522121,2.20007038966988,True,True,True,True
BNBUSDT,LONG,1d,2020-11-09 00:00:00+00:00,28.4101,25.42045,31.39975,34.3894,37.37905,672,0.051277608077215535,0.005396042287357224,2020-11-25 00:00:00+00:00,16.0,TP1+TP2+STOP,0.00010255521615443107,0.00011604532187282413,0.006526452321169275,0.12727684784636453,1.209488727777499,True,True,False,True
ETHUSDT,LONG,1d,2020-11-23 00:00:00+00:00,560.03,498.73699999999997,621.323,682.616,743.909,672,0.05001690847525475,0.005474146690666196,2020-11-25 00:00:00+00:00,2.0,TP1+STOP,0.0001000338169505095,0.0001027708902958426,0.0011657319654201955,0.023306757673696027,0.21295227024293123,True,False,False,True
BTCUSDT,LONG,1d,2020-11-09 00:00:00+00:00,15475.1,14005.796,16944.404000000002,18413.708,19883.012000000002,672,0.05683255065056773,0.005396042287357223,2020-11-26 00:00:00+00:00,17.0,TP1+TP2+STOP,0.00011366510130113545,0.00012715520701952853,0.006504232550875862,0.11444555059418027,1.2053709375323276,True,True,False,True
